Department,Gender,HSC,SSC,Income,Hometown,Computer,Preparation,Gaming,Attendance,Job,English,Extra,Semester,Last,Overall
1,1,4.33,5.0,0,1,4,1,2,2,0,4,0,9,3.52,3.67
1,1,4.5,5.0,4,1,3,1,1,1,0,3,0,7,3.5,3.67
1,1,4.08,5.0,0,0,5,1,1,1,0,3,0,7,3.5,3.67
1,1,5.0,5.0,4,0,5,1,1,1,0,3,0,6,3.5,3.67
1,0,5.0,5.0,0,0,5,1,2,2,0,3,1,3,3.68,3.68
1,1,4.42,5.0,3,1,3,2,1,2,0,2,1,3,3.69,3.69
1,1,4.17,5.0,5,1,3,2,1,2,0,2,1,3,3.69,3.69
1,1,4.0,4.0,8,1,4,2,1,2,0,3,1,0,4.0,3.7
1,1,4.17,5.0,8,0,4,1,1,2,1,4,1,0,1.82,3.7
1,0,4.25,3.75,5,0,5,1,2,1,0,3,1,0,3.18,3.7
1,1,3.14,4.44,8,0,5,1,2,1,0,3,1,0,3.2,3.7
1,0,3.19,4.81,3,1,4,1,2,2,0,4,0,10,3.16,3.7
1,0,4.0,5.0,5,1,5,1,2,1,0,5,1,9,3.19,3.7
1,1,4.17,5.0,1,0,3,1,2,1,0,3,1,8,3.17,3.7
1,0,3.8,4.78,1,1,4,1,2,1,0,4,0,7,3.19,3.7
1,1,3.75,4.78,0,0,4,1,2,1,0,4,0,6,3.17,3.7
1,1,4.5,5.0,0,0,3,0,2,2,0,5,1,6,4.0,3.7
1,1,4.17,4.95,3,1,3,0,1,2,0,3,0,3,3.7,3.7
1,1,4.67,4.5,5,1,3,0,1,2,0,3,0,3,3.7,3.7
1,1,5.0,5.0,3,1,3,1,2,2,0,3,0,3,3.71,3.71
1,1,5.0,5.0,8,1,4,1,2,2,0,3,1,0,3.73,3.71
1,1,3.33,4.75,1,1,4,1,2,2,0,4,0,10,3.73,3.71
1,1,3.58,4.78,8,1,3,1,2,2,0,4,0,8,3.74,3.71
1,1,4.42,4.81,3,1,4,1,2,2,0,4,0,0,3.68,3.74
1,0,4.5,5.0,5,1,1,1,2,2,0,5,1,0,3.68,3.74
1,1,5.0,5.0,8,1,4,1,1,2,0,3,0,0,3.85,3.74
1,0,5.0,5.0,8,1,4,1,1,2,0,4,0,0,3.85,3.74
1,0,4.0,4.44,5,0,4,1,2,2,0,4,0,10,3.66,3.74
1,1,3.4,4.0,5,1,3,2,1,2,0,2,1,10,3.7,3.74
1,1,3.58,4.5,0,1,3,1,2,2,0,5,1,9,3.67,3.74
1,0,4.67,5.0,1,0,5,1,1,2,1,2,0,9,3.87,3.74
1,1,4.08,5.0,0,0,5,1,2,2,0,3,1,7,3.66,3.74
1,1,3.83,4.83,1,1,1,1,2,2,0,5,1,4,3.67,3.74
1,0,4.0,5.0,5,1,3,1,1,2,0,3,0,1,3.9,3.75
1,0,4.0,5.0,3,1,4,0,2,2,0,5,0,1,3.61,3.75
1,1,4.25,5.0,3,1,4,0,2,1,0,4,0,0,4.0,3.75
1,1,5.0,5.0,5,0,3,0,2,2,0,5,1,10,4.0,3.75
1,1,3.42,5.0,8,1,4,0,2,2,0,5,1,10,4.0,3.75
1,1,4.08,4.39,8,1,5,0,2,2,0,5,1,6,4.0,3.75
1,1,4.0,4.36,1,1,3,0,2,2,0,5,1,4,4.0,3.75
1,0,3.92,4.89,5,0,3,0,1,2,0,3,0,3,3.75,3.75
1,1,4.5,5.0,8,0,3,0,1,2,0,3,0,3,3.75,3.75
1,0,4.0,4.83,0,1,4,0,1,2,0,4,0,3,3.75,3.75
1,0,4.17,4.83,5,0,4,0,1,2,0,3,0,3,3.75,3.75
1,1,4.25,4.72,0,0,3,0,1,2,0,5,1,3,3.75,3.75
1,0,3.5,5.0,5,0,3,0,1,2,0,3,0,3,3.75,3.75
1,1,4.25,5.0,1,0,5,0,1,2,1,2,0,3,3.75,3.75
1,0,3.92,5.0,5,0,5,0,1,2,0,3,0,3,3.75,3.75
1,0,5.0,5.0,8,0,2,1,1,2,0,4,0,5,3.66,3.76
1,1,4.58,5.0,8,1,4,1,1,2,0,4,0,0,3.89,3.78
1,0,5.0,5.0,8,0,5,1,0,2,0,3,1,0,3.88,3.78
1,1,4.25,5.0,0,1,2,1,0,2,0,3,1,6,3.88,3.78
1,1,4.75,5.0,5,1,4,0,2,2,1,3,1,0,3.75,3.8
1,1,5.0,5.0,5,0,5,0,2,2,0,4,0,5,3.9,3.8
1,1,3.83,4.69,8,1,5,0,1,2,0,4,0,0,3.9,3.8
1,1,4.5,4.61,0,0,5,0,0,2,0,3,1,7,3.93,3.8
1,0,4.42,4.77,3,1,3,0,0,2,0,3,1,4,3.92,3.8
1,0,4.08,5.0,5,1,4,2,2,2,0,5,1,3,3.81,3.81
1,0,4.08,4.82,5,0,5,2,2,2,0,5,1,3,3.81,3.81
1,0,4.5,4.95,8,0,5,2,2,2,0,5,1,3,3.81,3.81
1,1,5.0,5.0,5,1,5,2,2,2,0,5,1,3,3.81,3.81
1,1,4.17,4.95,5,0,5,2,2,2,0,5,1,3,3.81,3.81
1,0,4.17,5.0,5,0,5,2,2,2,0,5,1,3,3.81,3.81
1,0,4.33,4.59,0,0,5,2,2,2,0,5,1,3,3.81,3.81
1,1,3.83,5.0,5,0,4,2,2,2,0,5,1,3,3.81,3.81
1,1,4.42,4.68,0,1,3,0,0,2,0,3,1,3,3.84,3.84
1,1,4.83,4.89,5,0,3,1,0,2,0,4,0,6,3.67,3.87
1,0,5.0,4.61,5,1,1,1,1,2,0,3,0,3,3.88,3.88
1,0,4.08,5.0,3,0,5,1,0,2,0,3,1,3,3.88,3.88
1,1,4.5,4.89,1,1,3,1,0,2,0,3,1,3,3.88,3.88
1,0,5.0,5.0,5,0,2,1,0,2,0,3,1,3,3.88,3.88
1,1,4.42,5.0,0,0,3,1,0,2,1,5,0,3,3.88,3.88
1,1,4.25,5.0,3,1,5,1,0,2,0,3,1,3,3.88,3.88
1,1,5.0,5.0,5,0,5,1,0,2,0,3,1,3,3.88,3.88
1,1,5.0,5.0,5,1,4,1,1,2,0,4,1,3,3.89,3.89
1,0,5.0,5.0,3,1,1,2,1,2,0,1,0,3,3.91,3.91
1,0,5.0,5.0,0,1,3,0,0,2,0,3,1,3,3.93,3.93
1,0,4.17,5.0,0,0,4,1,0,2,0,3,1,0,3.94,3.94
1,0,5.0,5.0,8,0,5,1,0,2,0,3,1,0,3.97,3.94
1,1,4.75,5.0,5,0,5,1,0,2,0,3,1,0,3.94,3.94
1,1,5.0,5.0,5,1,5,1,0,2,1,5,0,7,3.98,3.94
1,0,4.3,5.0,8,1,5,1,0,2,0,3,1,7,3.94,3.94
1,1,3.81,4.39,8,1,3,1,0,2,0,3,1,3,3.94,3.94
1,1,4.0,4.39,2,1,2,1,0,2,0,3,1,3,3.94,3.94
1,0,4.42,5.0,0,0,3,1,0,2,0,3,1,3,3.94,3.94
1,1,4.17,4.82,5,1,2,1,0,2,0,3,1,3,3.94,3.94
1,1,3.75,4.78,8,0,2,1,0,2,0,3,1,3,3.94,3.94
1,1,4.42,4.95,8,1,2,1,0,2,0,3,1,3,3.94,3.94
1,0,5.0,5.0,0,1,5,1,0,2,0,3,1,3,3.94,3.94
1,0,4.0,4.68,5,0,5,1,0,2,0,3,1,3,3.94,3.94
1,1,4.5,4.75,8,1,1,2,0,2,0,4,0,9,4.0,3.95
1,1,5.0,5.0,5,0,4,1,1,2,0,4,1,5,4.0,3.96
1,1,4.58,5.0,5,0,5,0,2,2,0,3,0,1,4.0,3.98
1,1,5.0,5.0,8,0,5,0,2,1,0,4,1,5,4.0,4.0
1,0,5.0,5.0,0,0,3,1,2,2,0,4,0,4,4.0,4.0
1,1,5.0,5.0,3,1,4,0,2,2,0,5,0,3,4.0,4.0
1,1,5.0,5.0,3,1,5,0,2,2,0,3,0,3,4.0,4.0
1,1,5.0,5.0,3,0,3,1,1,2,0,3,0,3,4.0,4.0
1,1,4.58,5.0,0,0,5,0,2,2,0,5,1,3,4.0,4.0
1,0,4.92,5.0,0,0,3,0,2,2,0,5,1,3,4.0,4.0
1,1,4.33,5.0,5,1,3,0,2,2,0,5,1,3,4.0,4.0
1,1,5.0,5.0,5,0,3,0,2,2,0,5,1,3,4.0,4.0
1,0,5.0,5.0,5,1,3,0,2,2,0,5,1,3,4.0,4.0
1,0,5.0,5.0,5,0,5,0,2,2,0,5,1,3,4.0,4.0
1,0,4.17,5.0,8,1,4,0,2,2,0,5,1,3,4.0,4.0
2,1,4.17,5.0,5,1,3,0,2,2,0,3,1,1,3.14,3.7
2,1,4.75,4.83,3,1,2,0,2,1,0,2,1,5,3.66,3.74
2,1,4.9,5.0,0,0,4,1,1,2,0,4,1,0,3.8,3.75
2,1,5.0,4.83,5,1,2,0,0,2,0,3,1,3,4.0,4.0
3,1,3.42,4.33,5,0,4,1,1,2,1,2,1,8,3.83,2.97
4,0,3.5,4.2,8,0,2,2,2,1,0,2,1,7,3.25,3.15
4,1,4.33,4.39,5,1,4,1,1,2,0,4,0,5,3.25,3.32
4,0,4.5,4.0,8,0,2,1,0,1,0,3,1,8,3.33,3.33
4,1,3.58,4.88,5,1,3,0,1,1,0,4,1,1,3.35,3.45
4,0,5.0,5.0,5,1,1,2,1,2,0,3,1,6,3.43,3.47
4,0,5.0,5.0,3,1,1,0,2,2,0,5,0,4,3.55,3.47
4,0,5.0,5.0,3,0,1,0,1,2,0,3,0,4,3.58,3.56
4,1,4.25,4.41,8,1,4,1,0,2,0,4,1,2,3.66,3.6
4,0,4.25,5.0,5,1,3,0,1,2,0,4,1,0,3.75,3.68
4,0,4.25,5.0,5,0,4,1,1,2,0,4,0,0,3.85,3.74
4,0,4.25,4.68,0,0,5,2,2,2,0,5,1,4,3.71,3.75
4,1,5.0,5.0,5,0,2,0,0,2,0,4,1,5,3.93,3.8
4,0,4.58,5.0,5,1,5,1,2,2,0,5,1,4,3.83,3.83
4,1,5.0,5.0,5,1,2,1,2,2,0,3,1,5,4.0,3.93
5,1,3.27,4.82,8,0,2,0,1,0,0,3,1,3,2.25,2.25
5,0,4.67,4.56,8,0,3,1,2,1,0,4,0,3,2.5,2.5
5,1,3.83,3.0,3,1,2,1,2,2,0,3,1,4,3.17,3.0
5,1,4.42,3.94,5,1,5,1,2,2,0,5,0,3,3.09,3.09
5,0,4.5,4.28,5,1,2,1,0,2,0,2,1,3,3.17,3.17
5,0,3.08,3.33,5,1,3,1,2,1,0,3,0,4,2.17,3.5
5,1,4.53,3.91,3,1,5,0,0,2,0,2,1,4,3.83,3.5
5,0,4.5,4.34,0,1,3,2,0,2,0,5,1,3,3.5,3.5
5,1,4.0,4.0,8,0,3,1,2,2,0,3,1,2,3.56,3.6
5,0,2.85,3.64,3,0,4,1,2,2,1,3,1,7,3.5,3.67
5,1,4.0,4.33,8,0,3,1,0,2,0,3,1,1,3.88,3.78
5,1,3.17,3.17,5,0,3,0,2,2,0,3,1,4,3.83,3.8
5,0,4.42,4.72,5,0,4,0,1,2,0,3,1,2,4.0,4.0
6,0,5.0,5.0,3,1,1,2,1,2,0,4,1,3,3.69,3.69
6,0,3.58,4.86,5,1,1,0,1,1,0,1,1,5,3.9,3.79
7,0,3.5,4.0,8,0,2,2,2,2,1,5,0,0,3.15,2.85
7,1,5.0,4.94,0,0,5,0,1,3,0,4,1,3,3.31,3.31
7,1,5.0,4.68,3,0,5,2,2,2,0,5,1,6,3.56,3.56
7,0,4.25,3.72,5,1,1,0,2,2,1,1,1,3,3.68,3.68
7,0,5.0,4.89,0,1,2,1,1,2,0,2,1,4,3.88,3.88
7,1,5.0,4.78,5,1,1,1,0,2,0,1,1,3,3.94,3.94
8,1,3.5,4.0,5,1,2,2,1,0,1,2,1,8,3.25,3.1
8,1,4.5,4.0,8,0,4,1,1,1,0,3,1,10,3.5,3.67
9,0,4.56,3.67,5,0,3,0,1,0,0,2,0,3,3.56,3.56
9,1,4.23,4.5,3,1,3,2,1,2,0,3,1,0,3.61,3.75
9,0,3.83,5.0,5,1,3,2,1,2,0,4,1,2,4.0,3.86
